animal_id,animal_type,animal_breed,month,year,census_tract,council_district,intake_type,intake_date,outcome_type,outcome_date,chip_status,animal_origin
A0947472,DOG,GERM SHEPHERD,NOV,2016,13621,11,STRAY,11/8/16,RETURNED TO OWNER,11/8/16,SCAN CHIP,FIELD
A0961427,DOG,GERM SHEPHERD,OCT,2016,8604,4,STRAY,10/24/16,TRANSFER,11/2/16,SCAN NO CHIP,OVER THE COUNTER
A1004930,DOG,ENG BULLDOG,AUG,2017,19034,10,CONFISCATED,8/12/17,RETURNED TO OWNER,8/25/17,SCAN CHIP,FIELD
A0986708,DOG,CHIHUAHUA SH,MAR,2017,21636,12,CONFISCATED,3/28/17,RETURNED TO OWNER,4/2/17,SCAN NO CHIP,FIELD
A0959217,WILDLIFE,SKUNK,OCT,2016,16510,3,WILDLIFE,10/10/16,EUTHANIZED,10/10/16,SCAN NO CHIP,FIELD
A1005956,CAT,DOMESTIC SH,AUG,2017,100,14,STRAY,8/21/17,TRANSFER,8/25/17,SCAN NO CHIP,OVER THE COUNTER
A0902439,DOG,PIT BULL,MAR,2017,6900,1,OWNER SURRENDER,3/8/17,EUTHANIZED,3/13/17,SCAN CHIP,OVER THE COUNTER
A1004545,DOG,DACHSHUND,AUG,2017,7201,6,OWNER SURRENDER,8/24/17,ADOPTION,8/24/17,SCAN CHIP,OVER THE COUNTER
A0991073,WILDLIFE,OPOSSUM,APR,2017,6502,1,WILDLIFE,4/28/17,WILDLIFE,4/28/17,SCAN NO CHIP,FIELD
A1008007,DOG,CHIHUAHUA SH,SEP,2017,5300,1,OWNER SURRENDER,9/9/17,ADOPTION,9/11/17,SCAN NO CHIP,OVER THE COUNTER
A0999068,CAT,DOMESTIC SH,JUN,2017,10602,6,STRAY,6/19/17,EUTHANIZED,6/19/17,SCAN NO CHIP,OVER THE COUNTER
A0972564,DOG,PIT BULL,JAN,2017,17102,8,STRAY,1/8/17,EUTHANIZED,1/8/17,SCAN NO CHIP,OVER THE COUNTER
A0960923,DOG,POODLE MIN,OCT,2016,7827,10,STRAY,10/21/16,ADOPTION,11/5/16,SCAN CHIP,FIELD
A0964753,DOG,CHIHUAHUA SH,NOV,2016,1102,14,STRAY,11/12/16,TRANSFER,11/16/16,SCAN NO CHIP,OVER THE COUNTER
A0979496,DOG,ROTTWEILER,FEB,2017,3902,7,OWNER SURRENDER,2/4/17,TRANSFER,2/7/17,SCAN NO CHIP,FIELD
A0958088,DOG,LABRADOR RETR,OCT,2016,10803,3,OWNER SURRENDER,10/3/16,ADOPTION,10/8/16,SCAN NO CHIP,OVER THE COUNTER
A0992392,DOG,AMERICAN STAFF,MAY,2017,100,14,STRAY,5/7/17,EUTHANIZED,5/11/17,SCAN NO CHIP,FIELD
A0997863,DOG,CHIHUAHUA SH,JUN,2017,11104,8,OWNER SURRENDER,6/9/17,EUTHANIZED,6/12/17,SCAN NO CHIP,OVER THE COUNTER
A0960320,CAT,DOMESTIC SH,OCT,2016,9202,5,OWNER SURRENDER,10/18/16,EUTHANIZED,10/18/16,SCAN NO CHIP,OVER THE COUNTER
A1004403,DOG,ALASK MALAMUTE,AUG,2017,5000,1,STRAY,8/7/17,EUTHANIZED,8/11/17,SCAN NO CHIP,OVER THE COUNTER
A0962197,CAT,DOMESTIC SH,OCT,2016,7700,13,STRAY,10/29/16,TRANSFER,10/31/16,UNABLE TO SCAN,FIELD
A1003867,DOG,LABRADOR RETR,AUG,2017,11300,8,OWNER SURRENDER,8/2/17,TRANSFER,8/5/17,SCAN CHIP,OVER THE COUNTER
A1006276,DOG,LABRADOR RETR,AUG,2017,8703,4,STRAY,8/25/17,ADOPTION,8/30/17,SCAN NO CHIP,FIELD
A1005808,DOG,RAT TERRIER,AUG,2017,13615,11,OWNER SURRENDER,8/19/17,ADOPTION,8/26/17,SCAN NO CHIP,OVER THE COUNTER
A0994414,WILDLIFE,HAMSTER,MAY,2017,6800,1,OWNER SURRENDER,5/18/17,ADOPTION,5/19/17,SCAN NO CHIP,OVER THE COUNTER
A0998025,DOG,AMERICAN STAFF,JUN,2017,7805,10,STRAY,6/10/17,EUTHANIZED,6/15/17,SCAN NO CHIP,OVER THE COUNTER
A0970783,DOG,CHIHUAHUA SH,DEC,2016,12204,7,OWNER SURRENDER,12/25/16,ADOPTION,1/8/17,SCAN CHIP,FIELD
A1001790,DOG,GERM SHEPHERD,JUL,2017,20400,2,STRAY,7/14/17,TRANSFER,7/19/17,SCAN NO CHIP,SWEEP
A0957861,DOG,CHIHUAHUA SH,OCT,2016,6502,1,LOST REPORT,10/1/16,LOST REPORT,10/26/16,SCAN NO CHIP,OVER THE COUNTER
A1008138,CAT,DOMESTIC SH,SEP,2017,13606,11,STRAY,9/11/17,DIED,9/18/17,UNABLE TO SCAN,FIELD
A0967043,DOG,BRUSS GRIFFON,NOV,2016,10601,6,STRAY,11/30/16,RETURNED TO OWNER,11/30/16,SCAN NO CHIP,SWEEP
A1001417,DOG,CHIHUAHUA SH,JUL,2017,9105,5,STRAY,7/10/17,EUTHANIZED,7/10/17,SCAN NO CHIP,FIELD
A0971766,DOG,DUTCH SHEPHERD,JAN,2017,12100,7,STRAY,1/3/17,TRANSFER,1/9/17,SCAN NO CHIP,FIELD
A0986206,DOG,PIT BULL,MAR,2017,4300,6,OWNER SURRENDER,3/25/17,EUTHANIZED,3/25/17,SCAN NO CHIP,OVER THE COUNTER
A1004131,DOG,LABRADOR RETR,AUG,2017,11601,8,STRAY,8/4/17,EUTHANIZED,8/14/17,SCAN NO CHIP,FIELD
A0967809,DOG,PIT BULL,DEC,2016,75232,32,LOST REPORT,12/5/16,LOST REPORT,12/6/16,UNABLE TO SCAN,OVER THE COUNTER
A0986259,CAT,DOMESTIC SH,MAR,2017,19019,10,STRAY,3/25/17,TRANSFER,3/25/17,SCAN NO CHIP,FIELD
A1005820,DOG,PIT BULL,AUG,2017,18506,10,OWNER SURRENDER,8/19/17,ADOPTION,8/24/17,SCAN NO CHIP,OVER THE COUNTER
A1007492,CAT,SIAMESE,SEP,2017,9304,8,OWNER SURRENDER,9/5/17,ADOPTION,9/16/17,SCAN NO CHIP,OVER THE COUNTER
A0842992,DOG,PIT BULL,OCT,2016,10804,3,STRAY,10/28/16,RETURNED TO OWNER,10/30/16,SCAN CHIP,FIELD
A0995799,CAT,DOMESTIC MH,MAY,2017,2500,2,STRAY,5/28/17,TRANSFER,5/30/17,SCAN NO CHIP,OVER THE COUNTER
A1006245,DOG,PIT BULL,AUG,2017,20500,6,OWNER SURRENDER,8/24/17,ADOPTION,8/31/17,SCAN NO CHIP,OVER THE COUNTER
A0972794,CAT,DOMESTIC SH,JAN,2017,17102,8,STRAY,1/9/17,TRANSFER,1/12/17,UNABLE TO SCAN,FIELD
A0992781,CAT,DOMESTIC SH,MAY,2017,11701,5,STRAY,5/10/17,FOSTER,5/21/17,SCAN NO CHIP,OVER THE COUNTER
A0973459,DOG,YORKSHIRE TERR,JAN,2017,11602,5,STRAY,1/13/17,EUTHANIZED,1/13/17,SCAN NO CHIP,FIELD
A0996259,DOG,CHIHUAHUA SH,MAY,2017,6502,3,CONFISCATED,5/31/17,TRANSFER,6/12/17,UNABLE TO SCAN,OVER THE COUNTER
A1001457,DOG,BOYKIN SPAN,JUL,2017,5600,4,STRAY,7/11/17,ADOPTION,7/18/17,SCAN NO CHIP,SWEEP
A0970713,DOG,CHIHUAHUA SH,DEC,2016,75243,43,FOUND REPORT,12/23/16,FOUND REPORT,1/21/17,UNABLE TO SCAN,OVER THE COUNTER
A0958884,DOG,LABRADOR RETR,DEC,2016,9301,5,STRAY,12/30/16,EUTHANIZED,12/31/16,SCAN CHIP,FIELD
A0968358,DOG,GOLDEN RETR,DEC,2016,20500,6,STRAY,12/7/16,ADOPTION,1/14/17,SCAN NO CHIP,OVER THE COUNTER
A0969712,DOG,PIT BULL,MAY,2017,20500,6,TRANSFER,5/31/17,EUTHANIZED,6/6/17,SCAN CHIP,OVER THE COUNTER
A0960183,DOG,CHIHUAHUA SH,OCT,2016,5000,1,STRAY,10/17/16,TRANSFER,10/25/16,SCAN NO CHIP,SWEEP
A0992037,DOG,PIT BULL,MAY,2017,11800,5,STRAY,5/3/17,TRANSFER,5/20/17,SCAN NO CHIP,FIELD
A0959768,DOG,PIT BULL,OCT,2016,20500,6,STRAY,10/13/16,EUTHANIZED,10/14/16,SCAN CHIP,OVER THE COUNTER
A1008210,CAT,DOMESTIC SH,SEP,2017,4600,1,STRAY,9/12/17,TRANSFER,9/14/17,SCAN NO CHIP,OVER THE COUNTER
A1000809,DOG,SHIH TZU,SEP,2017,10805,3,LOST REPORT,9/26/17,LOST REPORT,10/7/17,UNABLE TO SCAN,OVER THE COUNTER
A0996160,DOG,CHIHUAHUA SH,MAY,2017,11900,5,STRAY,5/31/17,EUTHANIZED,5/31/17,SCAN NO CHIP,FIELD
A0996377,CAT,DOMESTIC SH,JUN,2017,11002,4,STRAY,6/1/17,EUTHANIZED,6/1/17,SCAN NO CHIP,OVER THE COUNTER
A0980514,DOG,CHIHUAHUA SH,FEB,2017,10601,6,OWNER SURRENDER,2/10/17,ADOPTION,2/15/17,SCAN NO CHIP,OVER THE COUNTER
A1004047,DOG,LABRADOR RETR,AUG,2017,6502,1,OWNER SURRENDER,8/3/17,EUTHANIZED,8/12/17,SCAN NO CHIP,OVER THE COUNTER
A0998264,DOG,CATAHOULA,JUN,2017,8701,4,CONFISCATED,6/12/17,EUTHANIZED,6/22/17,SCAN NO CHIP,FIELD
A0999992,CAT,DOMESTIC SH,JUN,2017,404,2,STRAY,6/28/17,EUTHANIZED,6/28/17,SCAN NO CHIP,FIELD
A1001450,WILDLIFE,OPOSSUM,JUL,2017,13105,11,WILDLIFE,7/10/17,EUTHANIZED,7/10/17,UNABLE TO SCAN,FIELD
A0992956,DOG,PIT BULL,MAY,2017,4000,7,OWNER SURRENDER,5/11/17,ADOPTION,5/17/17,SCAN NO CHIP,SWEEP
A0990886,DOG,CHIHUAHUA SH,MAY,2017,20500,6,OWNER SURRENDER,5/29/17,TRANSFER,5/30/17,SCAN CHIP,OVER THE COUNTER
A0984066,DOG,PIT BULL,MAR,2017,75211,11,FOUND REPORT,3/9/17,FOUND REPORT,3/20/17,UNABLE TO SCAN,OVER THE COUNTER
A0672365,DOG,BOXER,APR,2017,7827,10,STRAY,4/9/17,ADOPTION,4/19/17,SCAN CHIP,FIELD
A0969800,DOG,LABRADOR RETR,DEC,2016,7818,13,STRAY,12/16/16,ADOPTION,12/23/16,SCAN NO CHIP,FIELD
A1008682,DOG,CAIRN TERRIER,SEP,2017,18506,10,CONFISCATED,9/16/17,RETURNED TO OWNER,9/26/17,SCAN CHIP,FIELD
A0999038,CAT,DOMESTIC SH,JUN,2017,20500,6,STRAY,6/19/17,ADOPTION,7/1/17,SCAN NO CHIP,OVER THE COUNTER
A0955034,CAT,DOMESTIC SH,OCT,2016,9608,13,STRAY,10/24/16,TRANSFER,10/27/16,SCAN CHIP,FIELD
A0966517,WILDLIFE,OPOSSUM,NOV,2016,9000,5,WILDLIFE,11/26/16,WILDLIFE,11/26/16,SCAN NO CHIP,FIELD
A0959543,DOG,PIT BULL,OCT,2016,800,2,STRAY,10/12/16,TRANSFER,10/13/16,SCAN NO CHIP,OVER THE COUNTER
A0969306,DOG,PIT BULL,DEC,2016,11800,5,STRAY,12/12/16,EUTHANIZED,12/26/16,SCAN NO CHIP,FIELD
A0962294,DOG,SCHNAUZER MIN,OCT,2016,75108,8,FOUND REPORT,10/31/16,FOUND REPORT,11/15/16,UNABLE TO SCAN,OVER THE COUNTER
A0976465,DOG,SKYE TERRIER,JAN,2017,10704,6,STRAY,1/26/17,FOSTER,1/26/17,SCAN NO CHIP,OVER THE COUNTER
A0981837,DOG,SIBERIAN HUSKY,FEB,2017,5500,4,STRAY,2/19/17,RETURNED TO OWNER,2/22/17,SCAN NO CHIP,FIELD
A1004572,DOG,CHIHUAHUA SH,AUG,2017,10904,3,OWNER SURRENDER,8/15/17,ADOPTION,8/16/17,SCAN CHIP,OVER THE COUNTER
A1003879,DOG,CHINESE SHARPEI,AUG,2017,8701,4,STRAY,8/2/17,EUTHANIZED,8/6/17,SCAN NO CHIP,SWEEP
A0966762,DOG,LABRADOR RETR,NOV,2016,7804,10,STRAY,11/28/16,TRANSFER,12/5/16,SCAN NO CHIP,FIELD
A0995830,DOG,GERM SHEPHERD,MAY,2017,10803,3,STRAY,5/29/17,TRANSFER,6/2/17,SCAN NO CHIP,FIELD
A0977476,DOG,PIT BULL,JAN,2017,20200,8,STRAY,1/28/17,ADOPTION,2/8/17,SCAN NO CHIP,OVER THE COUNTER
A0980592,DOG,PIT BULL,FEB,2017,2500,7,STRAY,2/11/17,RETURNED TO OWNER,2/24/17,SCAN NO CHIP,FIELD
A1009421,DOG,GERM SHEPHERD,SEP,2017,9900,6,STRAY,9/25/17,EUTHANIZED,10/8/17,SCAN NO CHIP,FIELD
A1003408,CAT,DOMESTIC SH,JUL,2017,900,2,STRAY,7/29/17,TRANSFER,7/31/17,UNABLE TO SCAN,FIELD
A0967657,DOG,CHIHUAHUA SH,DEC,2016,10701,6,STRAY,12/2/16,RETURNED TO OWNER,12/2/16,SCAN NO CHIP,FIELD
A0942964,DOG,AM PIT BULL TER,JUL,2017,20400,2,OWNER SURRENDER,7/24/17,EUTHANIZED,7/24/17,SCAN CHIP,OVER THE COUNTER
A0986394,DOG,LABRADOR RETR,MAR,2017,11702,5,STRAY,3/27/17,TRANSFER,4/13/17,SCAN NO CHIP,FIELD
A0973513,DOG,PIT BULL,JAN,2017,3901,7,STRAY,1/14/17,ADOPTION,1/21/17,SCAN NO CHIP,FIELD
A0961863,DOG,PIT BULL,OCT,2016,31714,12,CONFISCATED,10/26/16,RETURNED TO OWNER,11/7/16,SCAN NO CHIP,FIELD
A0977485,CAT,MAINE COON,JAN,2017,31709,12,OWNER SURRENDER,1/28/17,TRANSFER,1/29/17,SCAN CHIP,OVER THE COUNTER
A0979735,CAT,DOMESTIC SH,FEB,2017,6302,1,STRAY,2/6/17,TRANSFER,2/10/17,SCAN NO CHIP,OVER THE COUNTER
A0998417,DOG,CHIHUAHUA SH,JUN,2017,9202,5,OWNER SURRENDER,6/14/17,ADOPTION,6/20/17,SCAN NO CHIP,SWEEP
A0999422,DOG,DACHSHUND,JUN,2017,11104,8,STRAY,6/22/17,TRANSFER,6/26/17,SCAN NO CHIP,OVER THE COUNTER
A0997991,DOG,CAIRN TERRIER,JUN,2017,13011,9,OWNER SURRENDER,6/10/17,ADOPTION,6/17/17,SCAN NO CHIP,OVER THE COUNTER
A0987470,DOG,CHIHUAHUA SH,APR,2017,10701,6,OWNER SURRENDER,4/4/17,ADOPTION,4/10/17,SCAN NO CHIP,OVER THE COUNTER
A0997829,CAT,DOMESTIC SH,JUN,2017,401,2,STRAY,6/9/17,EUTHANIZED,6/13/17,SCAN NO CHIP,OVER THE COUNTER
A1004749,DOG,CAIRN TERRIER,AUG,2017,11602,8,STRAY,8/10/17,RETURNED TO OWNER,8/10/17,SCAN NO CHIP,SWEEP
A0986158,DOG,WEIMARANER,MAR,2017,1600,14,STRAY,3/24/17,RETURNED TO OWNER,3/25/17,SCAN CHIP,FIELD
A0966173,DOG,GERM SHEPHERD,NOV,2016,4700,1,OWNER SURRENDER,11/22/16,ADOPTION,12/23/16,SCAN NO CHIP,OVER THE COUNTER
A1001659,DOG,CHIHUAHUA SH,JUL,2017,8200,9,STRAY,7/12/17,ADOPTION,7/18/17,SCAN NO CHIP,OVER THE COUNTER
A0975383,DOG,SIBERIAN HUSKY,JAN,2017,75208,8,LOST REPORT,1/23/17,LOST REPORT,2/3/17,UNABLE TO SCAN,OVER THE COUNTER
A1003010,DOG,LABRADOR RETR,AUG,2017,20500,6,OWNER SURRENDER,8/11/17,ADOPTION,8/13/17,SCAN CHIP,OVER THE COUNTER
A1002709,DOG,CHIHUAHUA LH,JUL,2017,NA,NA,LOST REPORT,7/22/17,LOST REPORT,8/2/17,UNABLE TO SCAN,OVER THE COUNTER
A0991248,WILDLIFE,OPOSSUM,APR,2017,12800,9,WILDLIFE,4/29/17,WILDLIFE,4/29/17,SCAN NO CHIP,FIELD
A1009023,BIRD,GOOSE,SEP,2017,20500,6,WILDLIFE,9/20/17,WILDLIFE,9/21/17,UNABLE TO SCAN,FIELD
A1008103,CAT,DOMESTIC MH,SEP,2017,4500,1,OWNER SURRENDER,9/11/17,EUTHANIZED,9/25/17,SCAN NO CHIP,OVER THE COUNTER
A0966523,DOG,AM PIT BULL TER,NOV,2016,8500,5,OWNER SURRENDER,11/27/16,EUTHANIZED,11/27/16,SCAN NO CHIP,OVER THE COUNTER
A0998185,CAT,DOMESTIC SH,JUN,2017,3800,7,STRAY,6/12/17,TRANSFER,6/19/17,SCAN NO CHIP,OVER THE COUNTER
A0962358,CAT,DOMESTIC SH,OCT,2016,4300,6,STRAY,10/31/16,EUTHANIZED,10/31/16,SCAN NO CHIP,OVER THE COUNTER
A0935074,DOG,CANE CORSO,JUN,2017,3700,7,CONFISCATED,6/24/17,RETURNED TO OWNER,7/7/17,SCAN CHIP,FIELD
A0989813,DOG,PIT BULL,APR,2017,9201,5,STRAY,4/19/17,EUTHANIZED,5/7/17,SCAN NO CHIP,FIELD
A0959323,DOG,LABRADOR RETR,OCT,2016,3901,7,STRAY,10/11/16,ADOPTION,10/17/16,SCAN NO CHIP,OVER THE COUNTER
A0989038,DOG,PIT BULL,APR,2017,8802,4,STRAY,4/13/17,RETURNED TO OWNER,4/13/17,SCAN NO CHIP,SWEEP
A0994709,WILDLIFE,RACCOON,MAY,2017,300,14,WILDLIFE,5/21/17,EUTHANIZED,5/21/17,UNABLE TO SCAN,FIELD
A0891441,DOG,SIBERIAN HUSKY,MAR,2017,6501,1,STRAY,3/13/17,ADOPTION,3/24/17,SCAN CHIP,OVER THE COUNTER
A0998651,DOG,GERM SHEPHERD,JUN,2017,10601,6,STRAY,6/15/17,EUTHANIZED,6/23/17,UNABLE TO SCAN,FIELD
A1006642,CAT,DOMESTIC MH,AUG,2017,18506,10,STRAY,8/28/17,TRANSFER,8/31/17,SCAN NO CHIP,OVER THE COUNTER
A0997995,CAT,DOMESTIC MH,JUN,2017,12900,9,STRAY,6/10/17,EUTHANIZED,6/10/17,SCAN NO CHIP,OVER THE COUNTER
A1001605,CAT,DOMESTIC SH,JUL,2017,4700,1,STRAY,7/12/17,EUTHANIZED,7/19/17,SCAN NO CHIP,FIELD
A1003572,CAT,DOMESTIC SH,JUL,2017,6302,1,OWNER SURRENDER,7/30/17,ADOPTION,8/14/17,SCAN NO CHIP,OVER THE COUNTER
A0952022,DOG,LABRADOR RETR,DEC,2016,5500,4,OWNER SURRENDER,12/17/16,ADOPTION,12/19/16,SCAN CHIP,OVER THE COUNTER
A1001220,DOG,LABRADOR RETR,JUL,2017,10701,3,STRAY,7/8/17,ADOPTION,7/13/17,SCAN NO CHIP,OVER THE COUNTER
A0969557,DOG,PIT BULL,DEC,2016,5902,4,OWNER SURRENDER,12/14/16,EUTHANIZED,12/14/16,SCAN NO CHIP,OVER THE COUNTER
A0988157,CAT,DOMESTIC SH,APR,2017,12604,9,STRAY,4/8/17,ADOPTION,5/9/17,SCAN NO CHIP,OVER THE COUNTER
A1003318,CAT,DOMESTIC SH,JUL,2017,6301,4,STRAY,7/28/17,ADOPTION,8/11/17,SCAN NO CHIP,OVER THE COUNTER
A0980899,DOG,PIT BULL,FEB,2017,11001,3,STRAY,2/13/17,ADOPTION,2/18/17,SCAN NO CHIP,FIELD
A1005444,DOG,PIT BULL,AUG,2017,17102,8,STRAY,8/16/17,TRANSFER,8/26/17,SCAN CHIP,FIELD
A0960044,DOG,PIT BULL,OCT,2016,10101,6,STRAY,10/15/16,ADOPTION,10/21/16,SCAN NO CHIP,FIELD
A0999093,DOG,GERM SHEPHERD,JUN,2017,5600,4,STRAY,6/20/17,RETURNED TO OWNER,6/22/17,SCAN CHIP,SWEEP
A1003765,CAT,DOMESTIC SH,AUG,2017,7804,10,OWNER SURRENDER,8/1/17,EUTHANIZED,8/1/17,SCAN NO CHIP,OVER THE COUNTER
A0970767,DOG,GERM SHEPHERD,DEC,2016,3400,7,STRAY,12/24/16,ADOPTION,1/3/17,SCAN NO CHIP,OVER THE COUNTER
A0967697,BIRD,PIGEON,DEC,2016,20300,7,WILDLIFE,12/3/16,WILDLIFE,12/3/16,SCAN NO CHIP,FIELD
A1001168,DOG,PIT BULL,JUL,2017,3800,7,STRAY,7/8/17,EUTHANIZED,7/12/17,SCAN NO CHIP,FIELD
A0999189,CAT,DOMESTIC SH,JUN,2017,9301,5,STRAY,6/20/17,EUTHANIZED,6/25/17,SCAN NO CHIP,FIELD
A1007912,DOG,GERM SHEPHERD,SEP,2017,9201,5,STRAY,9/8/17,RETURNED TO OWNER,9/8/17,SCAN CHIP,FIELD
A0966356,DOG,PLOTT HOUND,NOV,2016,6100,4,STRAY,11/23/16,TRANSFER,11/29/16,SCAN NO CHIP,OVER THE COUNTER
A0960215,DOG,GREAT DANE,OCT,2016,1101,14,STRAY,10/17/16,TRANSFER,10/21/16,SCAN NO CHIP,OVER THE COUNTER
A1008374,DOG,GERM SHEPHERD,SEP,2017,10000,6,STRAY,9/13/17,RETURNED TO OWNER,9/14/17,SCAN CHIP,FIELD
A0972548,CAT,DOMESTIC LH,JAN,2017,12900,9,CONFISCATED,1/7/17,DEAD ON ARRIVAL,1/8/17,UNABLE TO SCAN,FIELD
A0995499,DOG,GERM SHEPHERD,MAY,2017,9202,5,OWNER SURRENDER,5/25/17,TRANSFER,5/31/17,SCAN NO CHIP,OVER THE COUNTER
A0987739,DOG,PIT BULL,APR,2017,20500,6,OWNER SURRENDER,4/25/17,TRANSFER,4/29/17,SCAN CHIP,OVER THE COUNTER
A0970692,DOG,AMERICAN STAFF,DEC,2016,20500,6,STRAY,12/23/16,ADOPTION,12/29/16,SCAN NO CHIP,OVER THE COUNTER
A0977195,DOG,AUST CATTLE DOG,JAN,2017,4800,4,OWNER SURRENDER,1/27/17,ADOPTION,1/28/17,SCAN NO CHIP,OVER THE COUNTER
A0966313,DOG,GERM SHEPHERD,NOV,2016,10803,3,OWNER SURRENDER,11/23/16,EUTHANIZED,11/23/16,SCAN NO CHIP,OVER THE COUNTER
A0950923,DOG,ROTTWEILER,APR,2017,20500,6,OWNER SURRENDER,4/9/17,ADOPTION,4/11/17,SCAN CHIP,OVER THE COUNTER
A0986474,DOG,BORDER COLLIE,MAR,2017,UKNOWN,WN,FOUND REPORT,3/27/17,FOUND REPORT,4/7/17,UNABLE TO SCAN,OVER THE COUNTER
A0938102,DOG,BOXER,JUN,2017,7903,14,STRAY,6/11/17,RETURNED TO OWNER,6/12/17,SCAN CHIP,FIELD
A0967593,DOG,FRENCH BULLDOG,DEC,2016,6100,4,STRAY,12/2/16,ADOPTION,12/10/16,SCAN NO CHIP,OVER THE COUNTER
A0967305,DOG,BOXER,DEC,2016,8704,3,STRAY,12/1/16,ADOPTION,12/23/16,SCAN NO CHIP,FIELD
A1007337,DOG,ROTTWEILER,SEP,2017,9202,5,OWNER SURRENDER,9/3/17,TRANSFER,9/14/17,SCAN CHIP,OVER THE COUNTER
A0982001,DOG,LABRADOR RETR,FEB,2017,8400,7,STRAY,2/21/17,ADOPTION,3/1/17,SCAN NO CHIP,FIELD
A0996110,CAT,DOMESTIC SH,MAY,2017,6301,4,STRAY,5/31/17,TRANSFER,5/31/17,SCAN NO CHIP,FIELD
A1009616,DOG,GERM SHEPHERD,SEP,2017,20500,6,OWNER SURRENDER,9/27/17,EUTHANIZED,9/28/17,SCAN NO CHIP,SWEEP
A1006244,DOG,CATAHOULA,AUG,2017,11001,3,STRAY,8/24/17,ADOPTION,8/29/17,SCAN NO CHIP,FIELD
A0992930,DOG,GERM SHEPHERD,MAY,2017,3700,7,OWNER SURRENDER,5/11/17,EUTHANIZED,5/11/17,SCAN NO CHIP,FIELD
A1008122,DOG,GERM SHEPHERD,SEP,2017,17102,8,STRAY,9/11/17,OTHER,NA,SCAN NO CHIP,OVER THE COUNTER
A1008989,DOG,BELG MALINOIS,SEP,2017,17101,8,OWNER SURRENDER,9/20/17,EUTHANIZED,9/21/17,SCAN NO CHIP,OVER THE COUNTER
A0959050,DOG,PIT BULL,OCT,2016,4900,4,STRAY,10/8/16,EUTHANIZED,11/2/16,SCAN NO CHIP,FIELD
A0959204,CAT,DOMESTIC SH,OCT,2016,20500,6,STRAY,10/10/16,TRANSFER,10/11/16,SCAN NO CHIP,OVER THE COUNTER
A0967174,DOG,PIT BULL,NOV,2016,17001,8,STRAY,11/30/16,TRANSFER,12/22/16,SCAN NO CHIP,SWEEP
A0963788,DOG,GERM SHEPHERD,NOV,2016,9900,6,OWNER SURRENDER,11/8/16,EUTHANIZED,11/9/16,SCAN NO CHIP,FIELD
A1007731,DOG,PIT BULL,SEP,2017,16510,3,OWNER SURRENDER,9/7/17,EUTHANIZED,9/7/17,SCAN NO CHIP,OVER THE COUNTER
A1009913,DOG,LABRADOR RETR,SEP,2017,13623,11,OWNER SURRENDER,9/29/17,EUTHANIZED,10/5/17,SCAN CHIP,OVER THE COUNTER
A0966660,DOG,LABRADOR RETR,NOV,2016,11800,5,STRAY,11/28/16,RETURNED TO OWNER,11/28/16,SCAN NO CHIP,OVER THE COUNTER
A0973631,DOG,PIT BULL,JAN,2017,16701,8,STRAY,1/17/17,EUTHANIZED,2/4/17,SCAN NO CHIP,FIELD
A0961632,CAT,DOMESTIC SH,OCT,2016,11601,8,STRAY,10/25/16,TRANSFER,11/4/16,SCAN NO CHIP,FIELD
A0973694,DOG,GERM SHEPHERD,JAN,2017,16521,3,STRAY,1/17/17,RETURNED TO OWNER,1/17/17,SCAN CHIP,FIELD
A0986247,CAT,DOMESTIC SH,MAR,2017,2500,2,OWNER SURRENDER,3/25/17,TRANSFER,3/25/17,SCAN NO CHIP,FIELD
A1007908,DOG,GERM SHEPHERD,SEP,2017,17102,8,OWNER SURRENDER,9/8/17,TRANSFER,9/23/17,SCAN NO CHIP,FIELD
A0967139,DOG,DOBERMAN PINSCH,NOV,2016,2400,2,STRAY,11/19/16,TRANSFER,12/20/16,SCAN NO CHIP,FIELD
A0965539,DOG,LABRADOR RETR,NOV,2016,8701,4,STRAY,11/17/16,ADOPTION,11/23/16,SCAN NO CHIP,FIELD
A0981860,DOG,CHIHUAHUA SH,FEB,2017,UKNOWN,WN,LOST REPORT,2/20/17,LOST REPORT,3/6/17,UNABLE TO SCAN,OVER THE COUNTER
A0990387,DOG,PIT BULL,APR,2017,12500,9,STRAY,4/24/17,RETURNED TO OWNER,4/26/17,SCAN CHIP,FIELD
A1009295,DOG,PEKINGESE,SEP,2017,5600,4,STRAY,9/24/17,TRANSFER,9/28/17,SCAN NO CHIP,SWEEP
A0984341,DOG,GOLDEN RETR,MAR,2017,17605,7,STRAY,3/11/17,TRANSFER,3/15/17,UNABLE TO SCAN,FIELD
A0659239,DOG,BEAGLE,APR,2017,6800,1,STRAY,4/18/17,RETURNED TO OWNER,4/18/17,UNABLE TO SCAN,FIELD
A1004531,DOG,PIT BULL,AUG,2017,16607,8,STRAY,8/8/17,ADOPTION,8/15/17,SCAN NO CHIP,FIELD
A0990069,DOG,CHIHUAHUA SH,APR,2017,4300,6,STRAY,4/21/17,ADOPTION,4/29/17,SCAN NO CHIP,OVER THE COUNTER
A0972017,DOG,GERM SHEPHERD,JAN,2017,12000,7,OWNER SURRENDER,1/4/17,TRANSFER,1/4/17,SCAN NO CHIP,OVER THE COUNTER
A0957576,CAT,DOMESTIC SH,NOV,2016,31709,12,FOSTER,11/30/16,ADOPTION,12/2/16,SCAN NO CHIP,OVER THE COUNTER
